"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"7-1-1-3";"7-1-1";"e";"Administer";"Ministry of the Interior and Administration";"42";8861;0;8861;"0.0";"100.0";
"7-1-2";"7-1";"d";"Subtask 7.1.2";"Construction of social buildings for rent";;2841;0;2841;"0.0";"100.0";
"7-1-2-1";"7-1-2";"e";"Administer";"Ministry of Infrastructure";"18";2841;0;2841;"0.0";"100.0";
"7-1-3";"7-1";"d";"Subtask 7.1.3";"Technical infrastructure relating to residential construction";;1243;0;1243;"0.0";"100.0";
"7-1-3-1";"7-1-3";"e";"Administer";"Ministry of Infrastructure";"18";0;0;0;0;0;
"7-1-3-2";"7-1-3";"e";"Administer";"Voivodes";"85";1243;0;1243;"0.0";"100.0";
"7-1-4";"7-1";"d";"Subtask 7.1.4";"Construction of private buildings";;437084;0;437084;"0.0";"100.0";
"7-1-4-1";"7-1-4";"e";"Administer";"Ministry of Infrastructure";"18";437084;0;437084;"0.0";"100.0";
"7-1-5";"7-1";"d";"Subtask 7.1.5";"Certification of residential buildings and premises";;2751;0;2751;"0.0";"100.0";
"7-1-5-1";"7-1-5";"e";"Administer";"Ministry of Infrastructure";"18";2751;0;2751;"0.0";"100.0";
"7-2";"7";"c";"Task 7.2";"Spatial management and real property management";;26426;0;26426;"0.0";"100.0";
"7-2-1";"7-2";"d";"Subtask 7.2.1";"Spatial management of the country";;18885;0;18885;"0.0";"100.0";
"7-2-1-1";"7-2-1";"e";"Administer";"Ministry of Infrastructure";"18";3094;0;3094;"0.0";"100.0";
"7-2-1-2";"7-2-1";"e";"Administer";"Voivodes";"85";15791;0;15791;"0.0";"100.0";
"7-2-2";"7-2";"d";"Subtask 7.2.2";"Real property management";;7541;0;7541;"0.0";"100.0";
"7-2-2-1";"7-2-2";"e";"Administer";"Ministry of Infrastructure";"18";7541;0;7541;"0.0";"100.0";
"7-3";"7";"c";"Task 7.3";"Geodesy and cartography";;174603;63034;111569;"36.1";"63.9";
"7-3-1";"7-3";"d";"Subtask 7.3.1";"Supervision and control w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii";;18033;0;18033;"0.0";"100.0";
"7-3-1-1";"7-3-1";"e";"Administer";"Ministry of the Interior and Administration";"17";3905;0;3905;"0.0";"100.0";
"7-3-1-2";"7-3-1";"e";"Administer";"Voivodes";"85";14128;0;14128;"0.0";"100.0";
"7-3-2";"7-3";"d";"Subtask 7.3.2";"Keeping and storage of databases by the provincial inspector of geodesic and cartographic supervision";;1072;0;1072;"0.0";"100.0";
"7-3-2-1";"7-3-2";"e";"Administer";"Voivodes";"85";1072;0;1072;"0.0";"100.0";
"7-3-3";"7-3";"d";"Subtask 7.3.3";"Collecting, keeping, updating and disclosing of geodesic and cartographic resources";;71506;0;71506;"0.0";"100.0";
"7-3-3-1";"7-3-3";"e";"Administer";"Ministry of the Interior and Administration";"17";5754;0;5754;"0.0";"100.0";
"7-3-3-2";"7-3-3";"e";"Administer";"Voivodes";"85";65752;0;65752;"0.0";"100.0";
"7-3-4";"7-3";"d";"Subtask 7.3.4";"Construction of infrastructure for spatial information";;83992;63034;20958;"75.05";"24.95";
"7-3-4-1";"7-3-4";"e";"Administer";"Ministry of the Interior and Administration";"17";83677;63034;20643;"75.33";"24.67";
"7-3-4-2";"7-3-4";"e";"Administer";"Voivodes";"85";315;0;315;"0.0";"100.0";
"7-4";"7";"c";"Task 7.4";"Construction supervision";;212759;0;212759;"0.0";"100.0";
"7-4-1";"7-4";"d";"Subtask 7.4.1";"Construction process control";;128135;0;128135;"0.0";"100.0";
"7-4-1-1";"7-4-1";"e";"Administer";"Ministry of Infrastructure";"18";3654;0;3654;"0.0";"100.0";
"7-4-1-2";"7-4-1";"e";"Administer";"Voivodes";"85";124481;0;124481;"0.0";"100.0";
"7-4-2";"7-4";"d";"Subtask 7.4.2";"Control of the construction products market";;9337;0;9337;"0.0";"100.0";
"7-4-2-1";"7-4-2";"e";"Administer";"Ministry of Infrastructure";"18";1350;0;1350;"0.0";"100.0";
"7-4-2-2";"7-4-2";"e";"Administer";"Voivodes";"85";7987;0;7987;"0.0";"100.0";
"7-4-3";"7-4";"d";"Subtask 7.4.3";"Administrative judicial practice";;75287;0;75287;"0.0";"100.0";
"7-4-3-1";"7-4-3";"e";"Administer";"Ministry of Infrastructure";"18";2945;0;2945;"0.0";"100.0";
"7-4-3-2";"7-4-3";"e";"Administer";"Voivodes";"85";72342;0;72342;"0.0";"100.0";
"7-5";"7";"c";"Task 7.5";"Performance of the state obligations from the economic transformation period with respect to financing housing";;650000;0;650000;"0.0";"100.0";
"7-5-1";"7-5";"d";"Subtask 7.5.1";"Redemption of interest on the so-called old portfolio of cooperative housing loans";;130000;0;130000;"0.0";"100.0";
"7-5-1-1";"7-5-1";"e";"Administer";"Ministry of Infrastructure";"18";130000;0;130000;"0.0";"100.0";
"7-5-2";"7-5";"d";"Subtask 7.5.2";"Reimbursement of guarantee bonuses paid by the banks";;520000;0;520000;"0.0";"100.0";
"7-5-2-1";"7-5-2";"e";"Administer";"Ministry of Infrastructure";"18";520000;0;520000;"0.0";"100.0";
"8";;"b";"Function 8";"PHYSICAL CULTURE AND SPORT";;1092963;0;1092963;"0.0";"100.0";
"8-1";"8";"c";"Task 8.1";"Promotion and support of sport development for all";;22604;0;22604;"0.0";"100.0";
"8-1-1";"8-1";"d";"Subtask 8.1.1";"Promotion of physical activity of children and young people";;673;0;673;"0.0";"100.0";
"8-1-1-1";"8-1-1";"e";"Administer";"Ministry of Sport and Tourism";"25";673;0;673;"0.0";"100.0";
"8-1-2";"8-1";"d";"Subtask 8.1.2";"Promotion of physical activity of various social groups";;21626;0;21626;"0.0";"100.0";
"8-1-2-1";"8-1-2";"e";"Administer";"Ministry of Sport and Tourism";"25";21626;0;21626;"0.0";"100.0";
"8-1-3";"8-1";"d";"Subtask 8.1.3";"Promotion of sport for the disabled";;305;0;305;"0.0";"100.0";
"8-1-3-1";"8-1-3";"e";"Administer";"Ministry of Sport and Tourism";"25";305;0;305;"0.0";"100.0";
"8-2";"8";"c";"Task 8.2";"Supporting qualified sport";;215623;0;215623;"0.0";"100.0";
"8-2-1";"8-2";"d";"Subtask 8.2.1";"Support for operations of sport associations";;194928;0;194928;"0.0";"100.0";
"8-2-1-1";"8-2-1";"e";"Administer";"Ministry of Sport and Tourism";"25";194928;0;194928;"0.0";"100.0";
"8-2-2";"8-2";"d";"Subtask 8.2.2";"Supporting youth sport";;520;0;520;"0.0";"100.0";
"8-2-2-1";"8-2-2";"e";"Administer";"Ministry of Sport and Tourism";"25";520;0;520;"0.0";"100.0";
"8-2-3";"8-2";"d";"Subtask 8.2.3";"Supporting sport competition of the disabled";;11635;0;11635;"0.0";"100.0";
"8-2-3-1";"8-2-3";"e";"Administer";"Ministry of Sport and Tourism";"25";11635;0;11635;"0.0";"100.0";
"8-2-4";"8-2";"d";"Subtask 8.2.4";"Support for science and sport medicine";;8540;0;8540;"0.0";"100.0";
"8-2-4-1";"8-2-4";"e";"Administer";"Ministry of Sport and Tourism";"25";6715;0;6715;"0.0";"100.0";
"8-2-4-2";"8-2-4";"e";"Administer";"Ministry of Health";"46";1825;0;1825;"0.0";"100.0";
"8-3";"8";"c";"Task 8.3";"Support for sport infrastructure";;255509;0;255509;"0.0";"100.0";
"8-3-1";"8-3";"d";"Subtask 8.3.1";"Infrastructure for popular sport";;620;0;620;"0.0";"100.0";
"8-3-1-1";"8-3-1";"e";"Administer";"Ministry of Sport and Tourism";"25";620;0;620;"0.0";"100.0";
"8-3-2";"8-3";"d";"Subtask 8.3.2";"Infrastructure for qualified sport";;3661;0;3661;"0.0";"100.0";
"8-3-2-1";"8-3-2";"e";"Administer";"Ministry of Sport and Tourism";"25";3661;0;3661;"0.0";"100.0";
"8-3-3";"8-3";"d";"Subtask 8.3.3";"“My Pitch – Orlik 2012” Programme";;250445;0;250445;"0.0";"100.0";
"8-3-3-1";"8-3-3";"e";"Administer";"Ministry of Sport and Tourism";"25";250400;0;250400;"0.0";"100.0";
"8-3-3-2";"8-3-3";"e";"Administer";"Voivodes";"85";45;0;45;"0.0";"100.0";
"8-3-4";"8-3";"d";"Subtask 8.3.4";"Poland’s preparations to co-organisation of the UEFA European Football Championships EURO 2012";;783;0;783;"0.0";"100.0";
"8-3-4-1";"8-3-4";"e";"Administer";"Voivodes";"85";783;0;783;"0.0";"100.0";
"8-4";"8";"c";"Task 8.4";"Co-organisation of the European Championships";;599077;0;599077;"0.0";"100.0";
"8-4-1";"8-4";"d";"Subtask 8.4.1";"Multi-year programme “Preparation and implementation of EURO 2012 investments”";;496357;0;496357;"0.0";"100.0";
"8-4-1-1";"8-4-1";"e";"Administer";"Ministry of Sport and Tourism";"25";496357;0;496357;"0.0";"100.0";
"8-4-2";"8-4";"d";"Subtask 8.4.2";"Medical safety and security";;102300;0;102300;"0.0";"100.0";
"8-4-2-1";"8-4-2";"e";"Administer";"Ministry of the Interior and Administration";"42";102300;0;102300;"0.0";"100.0";
"8-4-3";"8-4";"d";"Subtask 8.4.3";"Coordination and control activity";;420;0;420;"0.0";"100.0";
"8-4-3-1";"8-4-3";"e";"Administer";"Ministry of Sport and Tourism";"25";420;0;420;"0.0";"100.0";
"8-5";"8";"c";"Task 8.5";"Informatization of operations and building information society";;150;0;150;"0.0";"100.0";
"8-5-1";"8-5";"d";"Subtask 8.5.1";"Maintenance of IT systems";;50;0;50;"0.0";"100.0";
"8-5-1-1";"8-5-1";"e";"Administer";"Ministry of Sport and Tourism";"25";50;0;50;"0.0";"100.0";
"8-5-2";"8-5";"d";"Subtask 8.5.2";"Construction and implementation of IT solutions";;100;0;100;"0.0";"100.0";
"8-5-2-1";"8-5-2";"e";"Administer";"Ministry of Sport and Tourism";"25";100;0;100;"0.0";"100.0";
"9";;"b";"Function 9";"CULTURE AND NATIONAL HERITAGE";;1317359;0;1317359;"0.0";"100.0";
"9-1";"9";"c";"Task 9.1";"Maintenance and dissemination of national and state traditions";;29609;0;29609;"0.0";"100.0";
"9-1-1";"9-1";"d";"Subtask 9.1.1";"Protection of places of national remembrance in Poland and abroad";;28919;0;28919;"0.0";"100.0";
"9-1-1-1";"9-1-1";"e";"Administer";"Ministry of Culture and National Heritage";"24";20296;0;20296;"0.0";"100.0";
"9-1-1-2";"9-1-1";"e";"Administer";"Voivodes";"85";8623;0;8623;"0.0";"100.0";
"9-1-2";"9-1";"d";"Subtask 9.1.2";"Restitution of cultural assets";;599;0;599;"0.0";"100.0";
"9-1-2-1";"9-1-2";"e";"Administer";"Ministry of Culture and National Heritage";"24";599;0;599;"0.0";"100.0";
"9-1-3";"9-1";"d";"Subtask 9.1.3";"Scientific-publishing activity";;91;0;91;"0.0";"100.0";
"9-1-3-1";"9-1-3";"e";"Administer";"Voivodes";"85";91;0;91;"0.0";"100.0";
"9-2";"9";"c";"Task 9.2";"National heritage protection";;725344;0;725344;"0.0";"100.0";
"9-2-1";"9-2";"d";"Subtask 9.2.1";"Maintenance of museums";;281489;0;281489;"0.0";"100.0";
"9-2-1-1";"9-2-1";"e";"Administer";"Ministry of Culture and National Heritage";"24";263476;0;263476;"0.0";"100.0";
"9-2-1-2";"9-2-1";"e";"Administer";"Ministry of National Defence";"29";16525;0;16525;"0.0";"100.0";
"9-2-1-3";"9-2-1";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";1488;0;1488;"0.0";"100.0";
"9-2-2";"9-2";"d";"Subtask 9.2.2";"Protection of Polish cultural heritage in Poland and abroad";;10854;0;10854;"0.0";"100.0";
"9-2-2-1";"9-2-2";"e";"Administer";"Ministry of Culture and National Heritage";"24";2848;0;2848;"0.0";"100.0";
"9-2-2-2";"9-2-2";"e";"Administer";"Voivodes";"85";8006;0;8006;"0.0";"100.0";
"9-2-3";"9-2";"d";"Subtask 9.2.3";"Preservation, maintenance and management of monuments";;138776;0;138776;"0.0";"100.0";
"9-2-3-1";"9-2-3";"e";"Administer";"The Chancellery of the President of the Republic of Poland";"01";30000;0;30000;"0.0";"100.0";
"9-2-3-2";"9-2-3";"e";"Administer";"Ministry of Culture and National Heritage";"24";52475;0;52475;"0.0";"100.0";
"9-2-3-3";"9-2-3";"e";"Administer";"Voivodes";"85";56301;0;56301;"0.0";"100.0";
"9-2-4";"9-2";"d";"Subtask 9.2.4";"Documentation, registers and records of monuments and cultural assets";;39675;0;39675;"0.0";"100.0";
"9-2-4-1";"9-2-4";"e";"Administer";"Ministry of Culture and National Heritage";"24";20992;0;20992;"0.0";"100.0";
"9-2-4-2";"9-2-4";"e";"Administer";"Voivodes";"85";18683;0;18683;"0.0";"100.0";
"9-2-5";"9-2";"d";"Subtask 9.2.5";"Maintenance and extension of archive and film resources";;123540;0;123540;"0.0";"100.0";
"9-2-5-1";"9-2-5";"e";"Administer";"Ministry of Culture and National Heritage";"24";123540;0;123540;"0.0";"100.0";
"9-2-6";"9-2";"d";"Subtask 9.2.6";"Maintenance of libraries and other institutions operating in the book sector";;131010;0;131010;"0.0";"100.0";
"9-2-6-1";"9-2-6";"e";"Administer";"Ministry of Culture and National Heritage";"24";117861;0;117861;"0.0";"100.0";
"9-2-6-2";"9-2-6";"e";"Administer";"Ministry of Agriculture and Rural Development";"32";3905;0;3905;"0.0";"100.0";
"9-2-6-3";"9-2-6";"e";"Administer";"Ministry of Health";"46";9244;0;9244;"0.0";"100.0";
"9-3";"9";"c";"Task 9.3";"Artistic activity and promotion of culture";;396321;0;396321;"0.0";"100.0";
"9-3-1";"9-3";"d";"Subtask 9.3.1";"Support for artistic activity";;239646;0;239646;"0.0";"100.0";
"9-3-1-1";"9-3-1";"e";"Administer";"Ministry of Culture and National Heritage";"24";239646;0;239646;"0.0";"100.0";
"9-3-2";"9-3";"d";"Subtask 9.3.2";"Dissemination and promotion of Polish culture";;145894;0;145894;"0.0";"100.0";
"9-3-2-1";"9-3-2";"e";"Administer";"Ministry of Culture and National Heritage";"24";145894;0;145894;"0.0";"100.0";
"9-3-3";"9-3";"d";"Subtask 9.3.3";"Support for cinema production";;10781;0;10781;"0.0";"100.0";
"9-3-3-1";"9-3-3";"e";"Administer";"Ministry of Culture and National Heritage";"24";10781;0;10781;"0.0";"100.0";
"9-4";"9";"c";"Task 9.4";"Construction and modernisation of culture-related infrastructure";;166085;0;166085;"0.0";"100.0";
"9-4-1";"9-4";"d";"Subtask 9.4.1";"Building of structures in the area of culture";;77470;0;77470;"0.0";"100.0";
"9-4-1-1";"9-4-1";"e";"Administer";"Ministry of Culture and National Heritage";"24";53820;0;53820;"0.0";"100.0";
"9-4-1-2";"9-4-1";"e";"Administer";"Ministry of National Defence";"29";23650;0;23650;"0.0";"100.0";
"9-4-2";"9-4";"d";"Subtask 9.4.2";"Modernisation and equipment of structures for culture purposes";;88615;0;88615;"0.0";"100.0";
"9-4-2-1";"9-4-2";"e";"Administer";"Ministry of Culture and National Heritage";"24";80575;0;80575;"0.0";"100.0";
"9-4-2-2";"9-4-2";"e";"Administer";"Ministry of National Defence";"29";8040;0;8040;"0.0";"100.0";
"10";;"b";"Function 10";"POLISH SCIENCE";;5471569;760643;4710926;"13.9";"86.1";
"10-1";"10";"c";"Task 10.1";"Conducting of scientific research";;2924805;12281;2912524;"0.42";"99.58";
"10-1-1";"10-1";"d";"Subtask 10.1.1";"Scientific research support";;2906854;12281;2894573;"0.42";"99.58";
"10-1-1-1";"10-1-1";"e";"Administer";"Ministry of Science and Higher Education";"28";2906854;12281;2894573;"0.42";"99.58";
"10-1-3";"10-1";"d";"Subtask 10.1.3";"Academic and research activity in the area of the system of justice";;3320;0;3320;"0.0";"100.0";
"10-1-3-1";"10-1-3";"e";"Administer";"Ministry of Justice";"37";3320;0;3320;"0.0";"100.0";
"10-1-4";"10-1";"d";"Subtask 10.1.4";"Opinions and expert studies for the purpose of common courts and prosecution organisational units";;14631;0;14631;"0.0";"100.0";
"10-1-4-1";"10-1-4";"e";"Administer";"Ministry of Justice";"37";14631;0;14631;"0.0";"100.0";
"10-2";"10";"c";"Task 10.2";"Strengthening of the scientific research with practical application";;1546974;364362;1182612;"23.55";"76.45";
"10-2-1";"10-2";"d";"Subtask 10.2.1";"Support for applied research and development works";;1336933;364362;972571;"27.25";"72.75";
"10-2-1-1";"10-2-1";"e";"Administer";"Ministry of Science and Higher Education";"28";1336933;364362;972571;"27.25";"72.75";
"10-2-2";"10-2";"d";"Subtask 10.2.2";"Multi-year programme “Improvement of work safety and conditions – stages I and II”";;10500;0;10500;"0.0";"100.0";
"10-2-2-1";"10-2-2";"e";"Administer";"Ministry of Science and Higher Education";"28";10500;0;10500;"0.0";"100.0";
"10-2-3";"10-2";"d";"Subtask 10.2.3";"Multi-year programme “Polish artificial heart”";;6428;0;6428;"0.0";"100.0";
"10-2-3-1";"10-2-3";"e";"Administer";"Ministry of Science and Higher Education";"28";3474;0;3474;"0.0";"100.0";
"10-2-3-2";"10-2-3";"e";"Administer";"Ministry of Health";"46";2954;0;2954;"0.0";"100.0";
"10-2-4";"10-2";"d";"Subtask 10.2.4";"Scientific research in the area of defence";;193113;0;193113;"0.0";"100.0";
"10-2-4-1";"10-2-4";"e";"Administer";"Ministry of Science and Higher Education";"28";154800;0;154800;"0.0";"100.0";
"10-2-4-2";"10-2-4";"e";"Administer";"Ministry of National Defence";"29";38313;0;38313;"0.0";"100.0";
"10-3";"10";"c";"Task 10.3";"Extension of the Polish science infrastructure";;602320;330240;272080;"54.83";"45.17";
"10-3-1";"10-3";"d";"Subtask 10.3.1";"Investments supporting scientific research";;602320;330240;272080;"54.83";"45.17";
"10-3-1-1";"10-3-1";"e";"Administer";"Ministry of Science and Higher Education";"28";602320;330240;272080;"54.83";"45.17";
"10-4";"10";"c";"Task 10.4";"Dissemination, promotion and popularisation of science";;107265;0;107265;"0.0";"100.0";
"10-4-1";"10-4";"d";"Subtask 10.4.1";"Support for scientific disciplines and academic institutions";;53387;0;53387;"0.0";"100.0";
"10-4-1-1";"10-4-1";"e";"Administer";"Polish Academy of Sciences";"67";53387;0;53387;"0.0";"100.0";
"10-4-2";"10-4";"d";"Subtask 10.4.2";"Multi-year programme “The Copernicus Science Centre Exhibition”";;20680;0;20680;"0.0";"100.0";
"10-4-2-1";"10-4-2";"e";"Administer";"Ministry of Science and Higher Education";"28";20680;0;20680;"0.0";"100.0";
"10-4-3";"10-4";"d";"Subtask 10.4.3";"Increasing knowledge on Polish science and enrichment of the national culture";;21898;0;21898;"0.0";"100.0";
"10-4-3-1";"10-4-3";"e";"Administer";"Ministry of Science and Higher Education";"28";7800;0;7800;"0.0";"100.0";
"10-4-3-2";"10-4-3";"e";"Administer";"Polish Academy of Sciences";"67";14098;0;14098;"0.0";"100.0";
"10-4-4";"10-4";"d";"Subtask 10.4.4";"Supporting scientific cooperation with entities abroad";;11300;0;11300;"0.0";"100.0";
"10-4-4-1";"10-4-4";"e";"Administer";"Polish Academy of Sciences";"67";11300;0;11300;"0.0";"100.0";
"10-5";"10";"c";"Task 10.5";"Informatization of operations and building information society";;290205;53760;236445;"18.52";"81.48";
"10-5-1";"10-5";"d";"Subtask 10.5.1";"Maintenance of IT systems nauki";;20000;0;20000;"0.0";"100.0";
"10-5-1-1";"10-5-1";"e";"Administer";"Ministry of Science and Higher Education";"28";20000;0;20000;"0.0";"100.0";
"10-5-2";"10-5";"d";"Subtask 10.5.2";"Extension of the IT infrastructure of science";;270205;53760;216445;"19.9";"80.1";
"10-5-2-1";"10-5-2";"e";"Administer";"Ministry of Science and Higher Education";"28";270205;53760;216445;"19.9";"80.1";
"11";;"b";"Function 11";"EXTERNAL SECURITY AND INTEGRITY OF BORDERS";;20885383;0;20885383;"0.0";"100.0";
"11-1";"11";"c";"Task 11.1";"Maintenance of defence capacities";;11622623;0;11622623;"0.0";"100.0";
"11-1-1";"11-1";"d";"Subtask 11.1.1";"Maintenance of operational capacities of the Land Forces";;2880725;0;2880725;"0.0";"100.0";
"11-1-1-1";"11-1-1";"e";"Administer";"Ministry of National Defence";"29";2876824;0;2876824;"0.0";"100.0";
"11-1-1-2";"11-1-1";"e";"Administer";"Voivodes";"85";3901;0;3901;"0.0";"100.0";
"11-1-2";"11-1";"d";"Subtask 11.1.2";"Maintenance of operational capacities of the Air Forces";;1360557;0;1360557;"0.0";"100.0";
"11-1-2-1";"11-1-2";"e";"Administer";"Ministry of National Defence";"29";1360557;0;1360557;"0.0";"100.0";
"11-1-3";"11-1";"d";"Subtask 11.1.3";"Maintenance of operational capacities of the Navy";;606344;0;606344;"0.0";"100.0";
"11-1-3-1";"11-1-3";"e";"Administer";"Ministry of National Defence";"29";606344;0;606344;"0.0";"100.0";
"11-1-4";"11-1";"d";"Subtask 11.1.4";"Maintenance of operational capacities of the Special Forces";;242470;0;242470;"0.0";"100.0";
"11-1-4-1";"11-1-4";"e";"Administer";"Ministry of National Defence";"29";242470;0;242470;"0.0";"100.0";
"11-1-5";"11-1";"d";"Subtask 11.1.5";"Maintenance of operational capacities of the Military Gendarmerie";;228304;0;228304;"0.0";"100.0";
"11-1-5-1";"11-1-5";"e";"Administer";"Ministry of National Defence";"29";228304;0;228304;"0.0";"100.0";
"11-1-6";"11-1";"d";"Subtask 11.1.6";"Securing the command of the Armed Forces of the Republic of Poland";;260816;0;260816;"0.0";"100.0";
"11-1-6-1";"11-1-6";"e";"Administer";"Ministry of National Defence";"29";260816;0;260816;"0.0";"100.0";
"11-1-7";"11-1";"d";"Subtask 11.1.7";"Securing logistic operational capacities of the Armed Forces";;5419689;0;5419689;"0.0";"100.0";
"11-1-7-1";"11-1-7";"e";"Administer";"Ministry of National Defence";"29";5419689;0;5419689;"0.0";"100.0";
"11-1-8";"11-1";"d";"Subtask 11.1.8";"Securing medical operational capacities of the Armed Forces";;145920;0;145920;"0.0";"100.0";
"11-1-8-1";"11-1-8";"e";"Administer";"Ministry of National Defence";"29";145920;0;145920;"0.0";"100.0";
"11-1-9";"11-1";"d";"Subtask 11.1.9";"Support for maintenance of operational capacities";;0;0;0;0;0;
"11-1-9-1";"11-1-9";"e";"Administer";"Ministry of Science and Higher Education";"38";0;0;0;0;0;
"11-1-10";"11-1";"d";"Subtask 11.1.10";"Accommodation for the Armed Forces";;477798;0;477798;"0.0";"100.0";
"11-1-10-1";"11-1-10";"e";"Administer";"Ministry of National Defence";"29";477798;0;477798;"0.0";"100.0";
"11-2";"11";"c";"Task 11.2";"Development of defence capacity";;7315993;0;7315993;"0.0";"100.0";
"11-2-1";"11-2";"d";"Subtask 11.2.1";"Operational programmes";;7179557;0;7179557;"0.0";"100.0";
